评论,图片
今天终于鼓起勇气过来做了手术了很早之前就说是想要约手术时间拔牙已经有半年了一直不敢去然后就一直拖着田忠奇医生说我要是一开始听他的话做了手术现在可能已经戴牙了哈哈真的是胆小鬼今天做手术感觉挺棒的哪儿有那么吓人还没有拔牙的伤口大呢田医生给逢合的很密实几乎没有出血然后护士给了冰袋交代了注意事项结束回家啦啦啦,"[{'id': 1841994971, 'url': 'https://p0.meituan.com/mtptimg/25105b87c1134b02c73ad5840c40a3ab106412.jpg'}, {'id': 1842188526, 'url': 'https://p0.meituan.com/mtptimg/c992edae582c23c4e3e6076cde241634125134.jpg'}, {'id': 1841825774, 'url': 'https://p0.meituan.com/mtptimg/7e61b12325b36169c5280b26329941b4105350.jpg'}, {'id': 1842085872, 'url': 'https://p0.meituan.com/mtptimg/374861da0773eefc6e5e9e6a01a95d8d75756.jpg'}]"
麦芽口腔在罗湖东门这边地理位置还是比较优越的在罗湖地铁站这边直接上来700米就到了在周主任这边矫正感觉时间有点久正畸是一个需要坚持的过程也是比较漫长的还是需要自律一下平时也注重口腔卫生的感觉还不错下次继续复诊,"[{'id': 1841911670, 'url': 'http://p0.meituan.net/shaitu/503842328626ba870690aa4c1707ffa5154870.jpg'}, {'id': 1842182026, 'url': 'http://p1.meituan.net/shaitu/daa5f7566554c84489c1871c8f5d1f53174385.jpg'}, {'id': 1841819466, 'url': 'http://p1.meituan.net/shaitu/db335cab8f69fdcd5faa34c08df753d796176.jpg'}, {'id': 1842079707, 'url': 'http://p0.meituan.net/shaitu/20180a05f2384ee770685cf34d1fb563120267.jpg'}]"
,[]
环境环境很干净整洁高大上证书营业执照都是正规的值得信赖服务服务很好第一次去给我很好地介绍了让进行拍片检查医生也很认真专业的给我讲解了我的情况说我的牙齿情况还是不错的就是有一颗智慧牙需要拔掉不然容易破坏旁边的牙齿所以就让专业的田忠奇医生帮我拔了他技术很好也不疼还让我继续保持口腔健康谢谢医生啦,"[{'id': 1842178412, 'url': 'http://p0.meituan.net/shaitu/1500bbaf027a1bed075db96cf0184708347830.jpg'}, {'id': 1841908206, 'url': 'http://p0.meituan.net/shaitu/a28d872f50460650b458bd23f6712a6f415324.jpg'}, {'id': 1842076083, 'url': 'http://p0.meituan.net/shaitu/8c3199b0b35a8035cd171fcdeea05799441605.jpg'}, {'id': 1841815797, 'url': 'http://p0.meituan.net/shaitu/7f575ec362a2c1a41e6c9880511bc464385456.jpg'}]"
没有清洁就开始涂上了不知道什么东西照30分钟就完事了体验感超级差做完也没有啥效果还让我做疗程做完一次都不想做第二次啦,[]
在麦芽口腔这里做牙齿矫正半年多了我做的是牙套就是钢牙那种我的上面牙齿比较乱医生说我比较简单的案例以后效果还是很显著的目前牙齿已经比较齐了很感谢帮我做矫正的周悦主任遇到一个耐心的医生非常不容易还好遇到了技术好手法很专业耐心温柔赞为人也特别好哦,"[{'id': 1842168754, 'url': 'http://p1.meituan.net/shaitu/0c255ce6f78d5d010a7a7cab19bb64a5399994.jpg'}, {'id': 1842168755, 'url': 'http://p0.meituan.net/shaitu/f97add16a17baa1d6005578228f5d178374709.jpg'}, {'id': 1842066803, 'url': 'http://p1.meituan.net/shaitu/015b0cc04f1b07ae43ed729f53b53d5d558802.jpg'}, {'id': 1841806338, 'url': 'http://p0.meituan.net/shaitu/5a791fa936bbe3b1568d8c95df71aba4490760.jpg'}]"
效果拔了智齿来了以后前台挂号然后安排我拍了片子医生检查了以后安排抽血签字就是手术的准备还是挺专业的田忠奇医生给拔牙的感觉不错环境医院还可以干净卫生服务服务特别好挂号挂号推荐田忠奇,"[{'id': 1841890333, 'url': 'http://p0.meituan.net/shaitu/be05cccabc25121e82b5ccde4a72a52a383757.jpg'}, {'id': 1842159989, 'url': 'http://p0.meituan.net/shaitu/5bc8c0a747ff7adbd79686d58d54aa90391143.jpg'}, {'id': 1841966341, 'url': 'http://p0.meituan.net/shaitu/150d410ab2b2609eab94cfdf7b31831d356607.jpg'}, {'id': 1841797460, 'url': 'http://p0.meituan.net/shaitu/8e2d569baa1c3d26dfd2e9054f374300507072.jpg'}]"
叶嘉怡医生拔牙也洗了牙齿牙结石比较多医生洗得很干净差不多洗了一个小时很细心有耐心过来麦芽也很方便在正华大厦湖贝地铁站这过来很方便环境也是干净整洁每个医生有单独的诊间工作人员也很热情有礼貌,"[{'id': 1841611420, 'url': 'http://p0.meituan.net/shaitu/3c570d8d77461c6adbf79676052fe702279916.jpg'}, {'id': 1841518564, 'url': 'http://p0.meituan.net/shaitu/caecf95670ab983e0db4c5b3dd088e25371919.jpg'}, {'id': 1841712388, 'url': 'http://p1.meituan.net/shaitu/26977d78695d47da840981ed86e99d80505066.jpg'}, {'id': 1841843147, 'url': 'http://p0.meituan.net/shaitu/57bee48e72f97bde5d87d61a0d05cfc3525484.jpg'}]"
环境很不错前台我一走进来都很有礼貌微笑帮我登记信息叫了助理而且很迅速帮我挂号安排了拍片检查后发现自己有一颗牙齿需要做根管治疗呢因为烂的太深了也是很难受由常依楠医生给我做的根管治疗她挺可爱的没有医生的严肃感给患者感觉真的很舒服很放松过程也就30分钟吧都不错的,"[{'id': 1841699333, 'url': 'https://p0.meituan.com/mtptimg/8c4f2eb64f555deaaa258fc8c0aa3a482620972.jpg'}, {'id': 1841598880, 'url': 'https://p0.meituan.com/mtptimg/b77dd33b39e9b1888203b959248000362901770.jpg'}, {'id': 1841505624, 'url': 'https://p0.meituan.com/mtptimg/141ca27d7d96a1cc5352b904543676172980418.jpg'}, {'id': 1841736877, 'url': 'https://p0.meituan.com/mtptimg/902506d9686da9622faf75d54ee0de223343330.jpg'}]"
今天过来麦芽口腔复诊是施浩医生给我看的现在已经到了中期效果很明显每次复诊施医生会仔细检查口内情况叮嘱口腔卫生团队配合默契院内环境也很不错交通方便就在湖贝地铁口旁边停车还有免费的停车票挺好的复诊也有短信提醒推荐,"[{'id': 1842195068, 'url': 'http://p0.meituan.net/shaitu/6dd592fa6b4ba9d0eac7c16e4954037e161118.jpg'}, {'id': 1841832261, 'url': 'http://p0.meituan.net/shaitu/14ab134eec8466ec5c8d12b9038f19a1170449.jpg'}, {'id': 1842092093, 'url': 'http://p0.meituan.net/shaitu/cd11a2bd3b5cdad44c4060ad5d2259d9171785.jpg'}]"
今天终于鼓起勇气过来做了手术了很早之前就说是想要约手术时间拔牙已经有半年了一直不敢去然后就一直拖着田忠奇医生说我要是一开始听他的话做了手术现在可能已经戴牙了哈哈真的是胆小鬼今天做手术感觉挺棒的哪儿有那么吓人还没有拔牙的伤口大呢田医生给逢合的很密实几乎没有出血然后护士给了冰袋交代了注意事项结束回家啦啦啦,"[{'id': 1841994971, 'url': 'https://p0.meituan.com/mtptimg/25105b87c1134b02c73ad5840c40a3ab106412.jpg'}, {'id': 1842188526, 'url': 'https://p0.meituan.com/mtptimg/c992edae582c23c4e3e6076cde241634125134.jpg'}, {'id': 1841825774, 'url': 'https://p0.meituan.com/mtptimg/7e61b12325b36169c5280b26329941b4105350.jpg'}, {'id': 1842085872, 'url': 'https://p0.meituan.com/mtptimg/374861da0773eefc6e5e9e6a01a95d8d75756.jpg'}]"
麦芽口腔在罗湖东门这边地理位置还是比较优越的在罗湖地铁站这边直接上来700米就到了在周主任这边矫正感觉时间有点久正畸是一个需要坚持的过程也是比较漫长的还是需要自律一下平时也注重口腔卫生的感觉还不错下次继续复诊,"[{'id': 1841911670, 'url': 'http://p0.meituan.net/shaitu/503842328626ba870690aa4c1707ffa5154870.jpg'}, {'id': 1842182026, 'url': 'http://p1.meituan.net/shaitu/daa5f7566554c84489c1871c8f5d1f53174385.jpg'}, {'id': 1841819466, 'url': 'http://p1.meituan.net/shaitu/db335cab8f69fdcd5faa34c08df753d796176.jpg'}, {'id': 1842079707, 'url': 'http://p0.meituan.net/shaitu/20180a05f2384ee770685cf34d1fb563120267.jpg'}]"
,[]
环境环境很干净整洁高大上证书营业执照都是正规的值得信赖服务服务很好第一次去给我很好地介绍了让进行拍片检查医生也很认真专业的给我讲解了我的情况说我的牙齿情况还是不错的就是有一颗智慧牙需要拔掉不然容易破坏旁边的牙齿所以就让专业的田忠奇医生帮我拔了他技术很好也不疼还让我继续保持口腔健康谢谢医生啦,"[{'id': 1842178412, 'url': 'http://p0.meituan.net/shaitu/1500bbaf027a1bed075db96cf0184708347830.jpg'}, {'id': 1841908206, 'url': 'http://p0.meituan.net/shaitu/a28d872f50460650b458bd23f6712a6f415324.jpg'}, {'id': 1842076083, 'url': 'http://p0.meituan.net/shaitu/8c3199b0b35a8035cd171fcdeea05799441605.jpg'}, {'id': 1841815797, 'url': 'http://p0.meituan.net/shaitu/7f575ec362a2c1a41e6c9880511bc464385456.jpg'}]"
没有清洁就开始涂上了不知道什么东西照30分钟就完事了体验感超级差做完也没有啥效果还让我做疗程做完一次都不想做第二次啦,[]
在麦芽口腔这里做牙齿矫正半年多了我做的是牙套就是钢牙那种我的上面牙齿比较乱医生说我比较简单的案例以后效果还是很显著的目前牙齿已经比较齐了很感谢帮我做矫正的周悦主任遇到一个耐心的医生非常不容易还好遇到了技术好手法很专业耐心温柔赞为人也特别好哦,"[{'id': 1842168754, 'url': 'http://p1.meituan.net/shaitu/0c255ce6f78d5d010a7a7cab19bb64a5399994.jpg'}, {'id': 1842168755, 'url': 'http://p0.meituan.net/shaitu/f97add16a17baa1d6005578228f5d178374709.jpg'}, {'id': 1842066803, 'url': 'http://p1.meituan.net/shaitu/015b0cc04f1b07ae43ed729f53b53d5d558802.jpg'}, {'id': 1841806338, 'url': 'http://p0.meituan.net/shaitu/5a791fa936bbe3b1568d8c95df71aba4490760.jpg'}]"
效果拔了智齿来了以后前台挂号然后安排我拍了片子医生检查了以后安排抽血签字就是手术的准备还是挺专业的田忠奇医生给拔牙的感觉不错环境医院还可以干净卫生服务服务特别好挂号挂号推荐田忠奇,"[{'id': 1841890333, 'url': 'http://p0.meituan.net/shaitu/be05cccabc25121e82b5ccde4a72a52a383757.jpg'}, {'id': 1842159989, 'url': 'http://p0.meituan.net/shaitu/5bc8c0a747ff7adbd79686d58d54aa90391143.jpg'}, {'id': 1841966341, 'url': 'http://p0.meituan.net/shaitu/150d410ab2b2609eab94cfdf7b31831d356607.jpg'}, {'id': 1841797460, 'url': 'http://p0.meituan.net/shaitu/8e2d569baa1c3d26dfd2e9054f374300507072.jpg'}]"
叶嘉怡医生拔牙也洗了牙齿牙结石比较多医生洗得很干净差不多洗了一个小时很细心有耐心过来麦芽也很方便在正华大厦湖贝地铁站这过来很方便环境也是干净整洁每个医生有单独的诊间工作人员也很热情有礼貌,"[{'id': 1841611420, 'url': 'http://p0.meituan.net/shaitu/3c570d8d77461c6adbf79676052fe702279916.jpg'}, {'id': 1841518564, 'url': 'http://p0.meituan.net/shaitu/caecf95670ab983e0db4c5b3dd088e25371919.jpg'}, {'id': 1841712388, 'url': 'http://p1.meituan.net/shaitu/26977d78695d47da840981ed86e99d80505066.jpg'}, {'id': 1841843147, 'url': 'http://p0.meituan.net/shaitu/57bee48e72f97bde5d87d61a0d05cfc3525484.jpg'}]"
环境很不错前台我一走进来都很有礼貌微笑帮我登记信息叫了助理而且很迅速帮我挂号安排了拍片检查后发现自己有一颗牙齿需要做根管治疗呢因为烂的太深了也是很难受由常依楠医生给我做的根管治疗她挺可爱的没有医生的严肃感给患者感觉真的很舒服很放松过程也就30分钟吧都不错的,"[{'id': 1841699333, 'url': 'https://p0.meituan.com/mtptimg/8c4f2eb64f555deaaa258fc8c0aa3a482620972.jpg'}, {'id': 1841598880, 'url': 'https://p0.meituan.com/mtptimg/b77dd33b39e9b1888203b959248000362901770.jpg'}, {'id': 1841505624, 'url': 'https://p0.meituan.com/mtptimg/141ca27d7d96a1cc5352b904543676172980418.jpg'}, {'id': 1841736877, 'url': 'https://p0.meituan.com/mtptimg/902506d9686da9622faf75d54ee0de223343330.jpg'}]"
今天过来麦芽口腔复诊是施浩医生给我看的现在已经到了中期效果很明显每次复诊施医生会仔细检查口内情况叮嘱口腔卫生团队配合默契院内环境也很不错交通方便就在湖贝地铁口旁边停车还有免费的停车票挺好的复诊也有短信提醒推荐,"[{'id': 1842195068, 'url': 'http://p0.meituan.net/shaitu/6dd592fa6b4ba9d0eac7c16e4954037e161118.jpg'}, {'id': 1841832261, 'url': 'http://p0.meituan.net/shaitu/14ab134eec8466ec5c8d12b9038f19a1170449.jpg'}, {'id': 1842092093, 'url': 'http://p0.meituan.net/shaitu/cd11a2bd3b5cdad44c4060ad5d2259d9171785.jpg'}]"
今天终于鼓起勇气过来做了手术了很早之前就说是想要约手术时间拔牙已经有半年了一直不敢去然后就一直拖着田忠奇医生说我要是一开始听他的话做了手术现在可能已经戴牙了哈哈真的是胆小鬼今天做手术感觉挺棒的哪儿有那么吓人还没有拔牙的伤口大呢田医生给逢合的很密实几乎没有出血然后护士给了冰袋交代了注意事项结束回家啦啦啦,"[{'id': 1841994971, 'url': 'https://p0.meituan.com/mtptimg/25105b87c1134b02c73ad5840c40a3ab106412.jpg'}, {'id': 1842188526, 'url': 'https://p0.meituan.com/mtptimg/c992edae582c23c4e3e6076cde241634125134.jpg'}, {'id': 1841825774, 'url': 'https://p0.meituan.com/mtptimg/7e61b12325b36169c5280b26329941b4105350.jpg'}, {'id': 1842085872, 'url': 'https://p0.meituan.com/mtptimg/374861da0773eefc6e5e9e6a01a95d8d75756.jpg'}]"
麦芽口腔在罗湖东门这边地理位置还是比较优越的在罗湖地铁站这边直接上来700米就到了在周主任这边矫正感觉时间有点久正畸是一个需要坚持的过程也是比较漫长的还是需要自律一下平时也注重口腔卫生的感觉还不错下次继续复诊,"[{'id': 1841911670, 'url': 'http://p0.meituan.net/shaitu/503842328626ba870690aa4c1707ffa5154870.jpg'}, {'id': 1842182026, 'url': 'http://p1.meituan.net/shaitu/daa5f7566554c84489c1871c8f5d1f53174385.jpg'}, {'id': 1841819466, 'url': 'http://p1.meituan.net/shaitu/db335cab8f69fdcd5faa34c08df753d796176.jpg'}, {'id': 1842079707, 'url': 'http://p0.meituan.net/shaitu/20180a05f2384ee770685cf34d1fb563120267.jpg'}]"
,[]
环境环境很干净整洁高大上证书营业执照都是正规的值得信赖服务服务很好第一次去给我很好地介绍了让进行拍片检查医生也很认真专业的给我讲解了我的情况说我的牙齿情况还是不错的就是有一颗智慧牙需要拔掉不然容易破坏旁边的牙齿所以就让专业的田忠奇医生帮我拔了他技术很好也不疼还让我继续保持口腔健康谢谢医生啦,"[{'id': 1842178412, 'url': 'http://p0.meituan.net/shaitu/1500bbaf027a1bed075db96cf0184708347830.jpg'}, {'id': 1841908206, 'url': 'http://p0.meituan.net/shaitu/a28d872f50460650b458bd23f6712a6f415324.jpg'}, {'id': 1842076083, 'url': 'http://p0.meituan.net/shaitu/8c3199b0b35a8035cd171fcdeea05799441605.jpg'}, {'id': 1841815797, 'url': 'http://p0.meituan.net/shaitu/7f575ec362a2c1a41e6c9880511bc464385456.jpg'}]"
没有清洁就开始涂上了不知道什么东西照30分钟就完事了体验感超级差做完也没有啥效果还让我做疗程做完一次都不想做第二次啦,[]
在麦芽口腔这里做牙齿矫正半年多了我做的是牙套就是钢牙那种我的上面牙齿比较乱医生说我比较简单的案例以后效果还是很显著的目前牙齿已经比较齐了很感谢帮我做矫正的周悦主任遇到一个耐心的医生非常不容易还好遇到了技术好手法很专业耐心温柔赞为人也特别好哦,"[{'id': 1842168754, 'url': 'http://p1.meituan.net/shaitu/0c255ce6f78d5d010a7a7cab19bb64a5399994.jpg'}, {'id': 1842168755, 'url': 'http://p0.meituan.net/shaitu/f97add16a17baa1d6005578228f5d178374709.jpg'}, {'id': 1842066803, 'url': 'http://p1.meituan.net/shaitu/015b0cc04f1b07ae43ed729f53b53d5d558802.jpg'}, {'id': 1841806338, 'url': 'http://p0.meituan.net/shaitu/5a791fa936bbe3b1568d8c95df71aba4490760.jpg'}]"
效果拔了智齿来了以后前台挂号然后安排我拍了片子医生检查了以后安排抽血签字就是手术的准备还是挺专业的田忠奇医生给拔牙的感觉不错环境医院还可以干净卫生服务服务特别好挂号挂号推荐田忠奇,"[{'id': 1841890333, 'url': 'http://p0.meituan.net/shaitu/be05cccabc25121e82b5ccde4a72a52a383757.jpg'}, {'id': 1842159989, 'url': 'http://p0.meituan.net/shaitu/5bc8c0a747ff7adbd79686d58d54aa90391143.jpg'}, {'id': 1841966341, 'url': 'http://p0.meituan.net/shaitu/150d410ab2b2609eab94cfdf7b31831d356607.jpg'}, {'id': 1841797460, 'url': 'http://p0.meituan.net/shaitu/8e2d569baa1c3d26dfd2e9054f374300507072.jpg'}]"
叶嘉怡医生拔牙也洗了牙齿牙结石比较多医生洗得很干净差不多洗了一个小时很细心有耐心过来麦芽也很方便在正华大厦湖贝地铁站这过来很方便环境也是干净整洁每个医生有单独的诊间工作人员也很热情有礼貌,"[{'id': 1841611420, 'url': 'http://p0.meituan.net/shaitu/3c570d8d77461c6adbf79676052fe702279916.jpg'}, {'id': 1841518564, 'url': 'http://p0.meituan.net/shaitu/caecf95670ab983e0db4c5b3dd088e25371919.jpg'}, {'id': 1841712388, 'url': 'http://p1.meituan.net/shaitu/26977d78695d47da840981ed86e99d80505066.jpg'}, {'id': 1841843147, 'url': 'http://p0.meituan.net/shaitu/57bee48e72f97bde5d87d61a0d05cfc3525484.jpg'}]"
环境很不错前台我一走进来都很有礼貌微笑帮我登记信息叫了助理而且很迅速帮我挂号安排了拍片检查后发现自己有一颗牙齿需要做根管治疗呢因为烂的太深了也是很难受由常依楠医生给我做的根管治疗她挺可爱的没有医生的严肃感给患者感觉真的很舒服很放松过程也就30分钟吧都不错的,"[{'id': 1841699333, 'url': 'https://p0.meituan.com/mtptimg/8c4f2eb64f555deaaa258fc8c0aa3a482620972.jpg'}, {'id': 1841598880, 'url': 'https://p0.meituan.com/mtptimg/b77dd33b39e9b1888203b959248000362901770.jpg'}, {'id': 1841505624, 'url': 'https://p0.meituan.com/mtptimg/141ca27d7d96a1cc5352b904543676172980418.jpg'}, {'id': 1841736877, 'url': 'https://p0.meituan.com/mtptimg/902506d9686da9622faf75d54ee0de223343330.jpg'}]"
今天过来麦芽口腔复诊是施浩医生给我看的现在已经到了中期效果很明显每次复诊施医生会仔细检查口内情况叮嘱口腔卫生团队配合默契院内环境也很不错交通方便就在湖贝地铁口旁边停车还有免费的停车票挺好的复诊也有短信提醒推荐,"[{'id': 1842195068, 'url': 'http://p0.meituan.net/shaitu/6dd592fa6b4ba9d0eac7c16e4954037e161118.jpg'}, {'id': 1841832261, 'url': 'http://p0.meituan.net/shaitu/14ab134eec8466ec5c8d12b9038f19a1170449.jpg'}, {'id': 1842092093, 'url': 'http://p0.meituan.net/shaitu/cd11a2bd3b5cdad44c4060ad5d2259d9171785.jpg'}]"
今天终于鼓起勇气过来做了手术了很早之前就说是想要约手术时间拔牙已经有半年了一直不敢去然后就一直拖着田忠奇医生说我要是一开始听他的话做了手术现在可能已经戴牙了哈哈真的是胆小鬼今天做手术感觉挺棒的哪儿有那么吓人还没有拔牙的伤口大呢田医生给逢合的很密实几乎没有出血然后护士给了冰袋交代了注意事项结束回家啦啦啦,"[{'id': 1841994971, 'url': 'https://p0.meituan.com/mtptimg/25105b87c1134b02c73ad5840c40a3ab106412.jpg'}, {'id': 1842188526, 'url': 'https://p0.meituan.com/mtptimg/c992edae582c23c4e3e6076cde241634125134.jpg'}, {'id': 1841825774, 'url': 'https://p0.meituan.com/mtptimg/7e61b12325b36169c5280b26329941b4105350.jpg'}, {'id': 1842085872, 'url': 'https://p0.meituan.com/mtptimg/374861da0773eefc6e5e9e6a01a95d8d75756.jpg'}]"
麦芽口腔在罗湖东门这边地理位置还是比较优越的在罗湖地铁站这边直接上来700米就到了在周主任这边矫正感觉时间有点久正畸是一个需要坚持的过程也是比较漫长的还是需要自律一下平时也注重口腔卫生的感觉还不错下次继续复诊,"[{'id': 1841911670, 'url': 'http://p0.meituan.net/shaitu/503842328626ba870690aa4c1707ffa5154870.jpg'}, {'id': 1842182026, 'url': 'http://p1.meituan.net/shaitu/daa5f7566554c84489c1871c8f5d1f53174385.jpg'}, {'id': 1841819466, 'url': 'http://p1.meituan.net/shaitu/db335cab8f69fdcd5faa34c08df753d796176.jpg'}, {'id': 1842079707, 'url': 'http://p0.meituan.net/shaitu/20180a05f2384ee770685cf34d1fb563120267.jpg'}]"
,[]
环境环境很干净整洁高大上证书营业执照都是正规的值得信赖服务服务很好第一次去给我很好地介绍了让进行拍片检查医生也很认真专业的给我讲解了我的情况说我的牙齿情况还是不错的就是有一颗智慧牙需要拔掉不然容易破坏旁边的牙齿所以就让专业的田忠奇医生帮我拔了他技术很好也不疼还让我继续保持口腔健康谢谢医生啦,"[{'id': 1842178412, 'url': 'http://p0.meituan.net/shaitu/1500bbaf027a1bed075db96cf0184708347830.jpg'}, {'id': 1841908206, 'url': 'http://p0.meituan.net/shaitu/a28d872f50460650b458bd23f6712a6f415324.jpg'}, {'id': 1842076083, 'url': 'http://p0.meituan.net/shaitu/8c3199b0b35a8035cd171fcdeea05799441605.jpg'}, {'id': 1841815797, 'url': 'http://p0.meituan.net/shaitu/7f575ec362a2c1a41e6c9880511bc464385456.jpg'}]"
没有清洁就开始涂上了不知道什么东西照30分钟就完事了体验感超级差做完也没有啥效果还让我做疗程做完一次都不想做第二次啦,[]
在麦芽口腔这里做牙齿矫正半年多了我做的是牙套就是钢牙那种我的上面牙齿比较乱医生说我比较简单的案例以后效果还是很显著的目前牙齿已经比较齐了很感谢帮我做矫正的周悦主任遇到一个耐心的医生非常不容易还好遇到了技术好手法很专业耐心温柔赞为人也特别好哦,"[{'id': 1842168754, 'url': 'http://p1.meituan.net/shaitu/0c255ce6f78d5d010a7a7cab19bb64a5399994.jpg'}, {'id': 1842168755, 'url': 'http://p0.meituan.net/shaitu/f97add16a17baa1d6005578228f5d178374709.jpg'}, {'id': 1842066803, 'url': 'http://p1.meituan.net/shaitu/015b0cc04f1b07ae43ed729f53b53d5d558802.jpg'}, {'id': 1841806338, 'url': 'http://p0.meituan.net/shaitu/5a791fa936bbe3b1568d8c95df71aba4490760.jpg'}]"
效果拔了智齿来了以后前台挂号然后安排我拍了片子医生检查了以后安排抽血签字就是手术的准备还是挺专业的田忠奇医生给拔牙的感觉不错环境医院还可以干净卫生服务服务特别好挂号挂号推荐田忠奇,"[{'id': 1841890333, 'url': 'http://p0.meituan.net/shaitu/be05cccabc25121e82b5ccde4a72a52a383757.jpg'}, {'id': 1842159989, 'url': 'http://p0.meituan.net/shaitu/5bc8c0a747ff7adbd79686d58d54aa90391143.jpg'}, {'id': 1841966341, 'url': 'http://p0.meituan.net/shaitu/150d410ab2b2609eab94cfdf7b31831d356607.jpg'}, {'id': 1841797460, 'url': 'http://p0.meituan.net/shaitu/8e2d569baa1c3d26dfd2e9054f374300507072.jpg'}]"
叶嘉怡医生拔牙也洗了牙齿牙结石比较多医生洗得很干净差不多洗了一个小时很细心有耐心过来麦芽也很方便在正华大厦湖贝地铁站这过来很方便环境也是干净整洁每个医生有单独的诊间工作人员也很热情有礼貌,"[{'id': 1841611420, 'url': 'http://p0.meituan.net/shaitu/3c570d8d77461c6adbf79676052fe702279916.jpg'}, {'id': 1841518564, 'url': 'http://p0.meituan.net/shaitu/caecf95670ab983e0db4c5b3dd088e25371919.jpg'}, {'id': 1841712388, 'url': 'http://p1.meituan.net/shaitu/26977d78695d47da840981ed86e99d80505066.jpg'}, {'id': 1841843147, 'url': 'http://p0.meituan.net/shaitu/57bee48e72f97bde5d87d61a0d05cfc3525484.jpg'}]"
环境很不错前台我一走进来都很有礼貌微笑帮我登记信息叫了助理而且很迅速帮我挂号安排了拍片检查后发现自己有一颗牙齿需要做根管治疗呢因为烂的太深了也是很难受由常依楠医生给我做的根管治疗她挺可爱的没有医生的严肃感给患者感觉真的很舒服很放松过程也就30分钟吧都不错的,"[{'id': 1841699333, 'url': 'https://p0.meituan.com/mtptimg/8c4f2eb64f555deaaa258fc8c0aa3a482620972.jpg'}, {'id': 1841598880, 'url': 'https://p0.meituan.com/mtptimg/b77dd33b39e9b1888203b959248000362901770.jpg'}, {'id': 1841505624, 'url': 'https://p0.meituan.com/mtptimg/141ca27d7d96a1cc5352b904543676172980418.jpg'}, {'id': 1841736877, 'url': 'https://p0.meituan.com/mtptimg/902506d9686da9622faf75d54ee0de223343330.jpg'}]"
今天过来麦芽口腔复诊是施浩医生给我看的现在已经到了中期效果很明显每次复诊施医生会仔细检查口内情况叮嘱口腔卫生团队配合默契院内环境也很不错交通方便就在湖贝地铁口旁边停车还有免费的停车票挺好的复诊也有短信提醒推荐,"[{'id': 1842195068, 'url': 'http://p0.meituan.net/shaitu/6dd592fa6b4ba9d0eac7c16e4954037e161118.jpg'}, {'id': 1841832261, 'url': 'http://p0.meituan.net/shaitu/14ab134eec8466ec5c8d12b9038f19a1170449.jpg'}, {'id': 1842092093, 'url': 'http://p0.meituan.net/shaitu/cd11a2bd3b5cdad44c4060ad5d2259d9171785.jpg'}]"
今天终于鼓起勇气过来做了手术了很早之前就说是想要约手术时间拔牙已经有半年了一直不敢去然后就一直拖着田忠奇医生说我要是一开始听他的话做了手术现在可能已经戴牙了哈哈真的是胆小鬼今天做手术感觉挺棒的哪儿有那么吓人还没有拔牙的伤口大呢田医生给逢合的很密实几乎没有出血然后护士给了冰袋交代了注意事项结束回家啦啦啦,"[{'id': 1841994971, 'url': 'https://p0.meituan.com/mtptimg/25105b87c1134b02c73ad5840c40a3ab106412.jpg'}, {'id': 1842188526, 'url': 'https://p0.meituan.com/mtptimg/c992edae582c23c4e3e6076cde241634125134.jpg'}, {'id': 1841825774, 'url': 'https://p0.meituan.com/mtptimg/7e61b12325b36169c5280b26329941b4105350.jpg'}, {'id': 1842085872, 'url': 'https://p0.meituan.com/mtptimg/374861da0773eefc6e5e9e6a01a95d8d75756.jpg'}]"
麦芽口腔在罗湖东门这边地理位置还是比较优越的在罗湖地铁站这边直接上来700米就到了在周主任这边矫正感觉时间有点久正畸是一个需要坚持的过程也是比较漫长的还是需要自律一下平时也注重口腔卫生的感觉还不错下次继续复诊,"[{'id': 1841911670, 'url': 'http://p0.meituan.net/shaitu/503842328626ba870690aa4c1707ffa5154870.jpg'}, {'id': 1842182026, 'url': 'http://p1.meituan.net/shaitu/daa5f7566554c84489c1871c8f5d1f53174385.jpg'}, {'id': 1841819466, 'url': 'http://p1.meituan.net/shaitu/db335cab8f69fdcd5faa34c08df753d796176.jpg'}, {'id': 1842079707, 'url': 'http://p0.meituan.net/shaitu/20180a05f2384ee770685cf34d1fb563120267.jpg'}]"
,[]
环境环境很干净整洁高大上证书营业执照都是正规的值得信赖服务服务很好第一次去给我很好地介绍了让进行拍片检查医生也很认真专业的给我讲解了我的情况说我的牙齿情况还是不错的就是有一颗智慧牙需要拔掉不然容易破坏旁边的牙齿所以就让专业的田忠奇医生帮我拔了他技术很好也不疼还让我继续保持口腔健康谢谢医生啦,"[{'id': 1842178412, 'url': 'http://p0.meituan.net/shaitu/1500bbaf027a1bed075db96cf0184708347830.jpg'}, {'id': 1841908206, 'url': 'http://p0.meituan.net/shaitu/a28d872f50460650b458bd23f6712a6f415324.jpg'}, {'id': 1842076083, 'url': 'http://p0.meituan.net/shaitu/8c3199b0b35a8035cd171fcdeea05799441605.jpg'}, {'id': 1841815797, 'url': 'http://p0.meituan.net/shaitu/7f575ec362a2c1a41e6c9880511bc464385456.jpg'}]"
没有清洁就开始涂上了不知道什么东西照30分钟就完事了体验感超级差做完也没有啥效果还让我做疗程做完一次都不想做第二次啦,[]
