评论,id
项目效果想要没那么多皱纹商户服务环境挺好的，服务都还行，排队人有点多，敷麻药等候了一会想改善的问题看不到皱纹就行，期待效果医生操作都会给看自己用的药品，可以验证拍照，挺放心的，术后会说注意事项和忌口，挺好,0
体验感超棒，医生很细心，很耐心的讲解每一步骤，小姐姐也超温柔的，已经跟朋友约好下个月的项目了,3502154804
体验中感受手术做完了，刚下来的时候感觉好痛，后面护士小姐姐给我用了止痛药，现在感觉好点了，没有疼了，商户环境及服务环境还可以，蛮高大尚的，体验后效果护士小姐姐也是按个铃声就过来了，有求必应，点赞医生操作审美医生也很专业，很厉害,85179974
商户环境及服务半年没有打瘦脸针。瘦脸针我觉得就是要过一段时间打一次，体验中感受挺好的，服务方面也挺好的，前台的小姐姐都会礼貌的速度安排，比我去的其他地方还要好体验后效果体验后效果当然有效果呀。我以后还要常来，使用药品或仪器好医生操作审美建议各位姐妹打之前都主动的和医生沟通一下，好,80822497
商户环境及服务之前是朋友介绍来的，今天自己也带了一个好姐妹过来一起打瘦脸，服务很热情体验中感受打之前会先沟通我的要求，因为自己有点大小脸不太对称体验后效果打完出来有点酸酸涨涨的，敷了一会冰坐着观察了二十分钟左右医生操作审美医生很温柔，期待效果,0
预约了玻尿酸填充鼻子，刚体验完效果很好，鼻子高了很多，形状也精致了好多，形状自己也很喜欢，是自然款的。玻尿酸用的艾莉薇传奇，挺适合打鼻子，硬度是够的，打的时候很紧张，医生会安慰，也不是很痛。,3379855245
商户服务富华环境还是可以的，还是挺干净整洁干净的。交通也很便利，就在路边，一眼就看到了。工作人员服务也还行，还是挺温柔。想改善的问题咬肌有点大，想改善一下医生操作医生一边沟通一边打针，挺好的项目效果效果要两周以后，到时候看,0
就住富华对面，很近走过来几分钟，昨晚过来打了瘦脸今天又过来买了玻尿酸打下巴，觉得下巴缺点所以就又过来了，还是找昨晚给我打的春晓医生打，医生手法还不错，瘦脸现在还没起效果到时候再看，环境一般般，还可以，挺快的没有等很久，十来分钟吧,0
商户服务富华医疗美容医院的环境，还可以过来，交通也很便利，就在向西村，这里一出地铁就看到了工作人员的服务也还行，还是挺温柔的。想改善的问题就是想让下巴再兜一点，看到网上价格挺实惠就过来了。第一次来，试一下吧。期待效果。,0
有没有效果不知道，两天了面部还很红，干得不行。光子，水光，微针都是护士做的，不像别的医院都是专业医生.做服务差得真是让人大跌眼镜。做项目时，皮肤科的工作人员，让我做完项目后去一楼前台拿自己买的面膜，到了前台后，前台不仅不给，还让我自己重新跑回三楼去找人，说谁让我拿的，去找谁。要不自己找销售也行理论过程中，一名保安也和男前台一起作战，当时很怕被他们打，毕竟两个大男人凶一个女的。男前台还叫嚣让我去投诉找客服投诉后也没下文，这应该就是男前台可以如此不尊重客人的底气吧。,0
商户服务环服务都挺好的，交通很便利，就向西村这边，出来就是想改善的问题想改善咬肌问题，让脸变小一点医生操作李琳医生打的很温柔很快就打完了术中感受推药得时候会有点胀痛，酸酸的，打完出来会敷大概十五分钟的冰块,651374515
商户服务已经是这边的老顾客了，很多朋友也都在这边做医美项目，这次开车过来填充下巴，想改善的问题感觉自己的下巴太短了，想来变美多一点医生操作刘英主任会和你沟通自己想要的效果，很好，人也很温柔，,0
在网上做了很多美容医院的功课，后面选择了富华医院，首先点赞这里的环境，很好，也蛮大的，二楼就是手术室和住院部，挺方便的，面诊完李俊院长之后就确定了手术方案，因为自己是第二台，晚上十点半才下来，打针打了一晚上，辛苦了护士小姐姐，一晚上她也没睡，今天稍微有点痛，吃了止痛药就好很多了,2231892908
不错哦，大家可以来，态度也特别好，不会乱推荐，不错,392080766
一直觉得自己的鼻部基础不行，想做手术来让自己变得漂亮一点，因为家里就住附近，然后就来咨询了一下深圳富华医疗美容医院，最后选择了李院，因为自己没有在网上看的，直接就来找顾问咨询，也是很耐心的给我介绍项目，之前有了解过肋骨鼻，但是怕肋骨部位太痛，后面就选择了耳软骨，做之前都需要术前检查的，然后不吃东西不喝水，全麻的手术，做完今天第二天了，感觉还不错，就是很困，一直想睡觉，病房的护士姐姐就很有耐心的帮我看药水，不用我操心，总之体验很好，期待效果,403187583
一起预约的两个项目，光子微针，真的yyds期待,175929659
项目效果这边很好找，找到这边都很方便，环境也很好，挺大气的，想改善的问题就是想改善一下太阳穴的凹陷比较人比较瘦。商户服务这边服务都很好啊，我挺喜欢的。医生操作感觉挺不错的。术中感受不是很痛，感觉还不错，等他们做活动的时候再过来。,3458972255
第一次来富华医疗美容，全程护理过程感觉很舒服，做完整个皮肤很清爽，服务态度很好，建议姐妹们来试试。,3026016315
商户环境及服务环境挺好的，干净整洁，进来还是比较舒服的，工作人员服务也都挺好的，也没有排队很久，上来敷完麻药就进治疗间了体验中感受医生打针会有一点痛，但是可以接受使用药品或仪器护士当面拆药，术后有交代注意事项,15123767
很久没打瘦脸想着打一下瘦脸针，搜了一下美团发现活动力度还是挺大的，刚好也住在附近就买了过来打，第一过来综合服务环境各方面都还不错，过来没有等很久，打针前护士会给核对药，疼痛在接受范围呢，打完出来会敷冰，会交代注意事项,2852442426
商户服务富华医院的环境挺好的吧，看着挺高大上的，过来交通也非常便利，一出地铁就看到了，非常醒目。过来富华主要是价格比较实惠，网上评价也不错。前台助理接待这些也挺好的，总之服务是很好的。过来也没有等很久，推荐,0
项目效果昨天下午做的手术了，感觉还好，现在就是有点肿，今天过来医院换药了，纱布都拆掉了，在医院冰敷一下再回去商户服务医院环境还可以，手术在二楼，地铁向西村出来就是医院了医生操作面诊的谢医生做的手术，棒棒哒，很专业。,2620989603
想改善的问题咬肌大，想要脸变小一点点商户服务富华医疗美容医院环境可以，非常干净整洁大气。工作人人员服务也挺好，非常热情。医生操作医生一边打针一边沟通，挺细心的。术中感受会有一点痛，不过还好可以接受。,0
商户环境及服务之前过来都是找刘主任打的瘦脸，打过好几次了，这次过来在打第三次，环境一般般，不过态度还是可以的，推荐，体验中感受感觉挺好的，服务各方面还可以，推荐，体验后效果有效果，瘦脸要多打几次，使用药品或仪器好医生操作审美好,14497040
第一次体验光子嫩肤，有点刺痛感，关键三下五除二就结束了，是不是有点太敷衍,0
商户环境及服务环境很好，也干净卫生，所有刮毛用过的产品都是一次性的体验中感受很舒服，医生的手法很专业，且服务态度很好，很温柔，小姐姐也很漂亮哦。在治疗过程中，小姐姐也会与你聊天，从而让你达到放松的状态，不紧绷。体验后效果没有任何的不适。总的来说，这一次的治疗非常愉快。买的是年卡，一年6次。,1681750937
"年纪大了，面部服越来越松弛，本来想做热玛吉的，但又担心热玛吉会疼，朋友给我推荐的半岛超声炮，结果没让我失望哦现在是做完之后大概3,5天吧，看见效果啦，现在不仅皮肤状态好了，法令纹也没啦。对于有皮肤抗衰需求的，又不想做有创口的项目，推荐你们可以试试超声炮哦效果也不错，特别满意。",2516182912
商户服务商家服务还可以，环境也挺不错的，比较干净整洁，外面看比较大气。工作人员的服务也还行啊，都挺温柔的，也没有排队很久。顾问也没有强制推销。医生操作医生打针是一边沟通一边打针会有一点痛，不过可以忍受。术中感受护士有当面看完药，术后也有交代注意事项。,0
商户环境及服务我朋友来过这里打，我没有怎么来，服务还可以，我觉得可以常来，哈哈哈，挺好的，前台的服务还可以，唯一一点就是过来要排队，所以建议大家避开周末过来，体验中感受还行，体验后效果没有打过瘦脸，以后再说使用药品或仪器行医生操作审美医生挺好，,60360424
商户服务这边富华环境还可以，比较30年的医院了，也是很的啦想改善的问题自己的胸比较平，所以就想改善一下，医生操作面诊的唐院长做的手术项目，面诊的时候给我的感觉还行，所以今天就过来做这个项目了术中感受现在手术做完了，痛的话感觉还好，就是胸部那里的纱布勒的比较紧,507163353
已经是老顾客了在这边做了很多年项目，今天是过来打丝丽动能素，刚打完疫苗下个月再过来打瘦肩跟瘦腿还有除皱针，一直从他们在二楼搬上四楼来，特别喜欢她们这边的服务，每个月定期都会从惠阳开车过来，今天工作日还是挺多人的，没有等很久，敷好麻药就开始打，打动能素还会赠送冻膜，冻膜对针眼红肿消得特别快,0
我做超声炮提升差不多一周了，目前感觉非常良好，脸蛋明显比以前轮廓清晰，皮肤也紧实了，不像之前皮肤粗糙目超声炮不愧是最近最火的抗衰项目，体验的时候全程很舒适，也不觉得痛，维持时间长，总之对富华的环境及服务技术很满意。,2849378652
富华好多年的老顾客了，今天过来补一下嘴唇跟打一下祛皱针，开车过来停车很方便，有免费停车票，其他科不知道，无创科的服务是很满意的，医生也挺好的，每次过来都是找两个刘医生，但是一个休产假还没回来这次找刘英主任，主任打针也很细心,0
商户服务富华医疗美容医院环境还行，还是挺干净整洁的，工作人员的服务也还好，挺细心的。想改善的问题鼻基底凹陷显岁数大，想改善一下医生操作医生一边沟通一边打针，挺好的项目效果即可效果还行，再看看后期消肿,0
第一次去的真实感受就是100U的量，然后到了以后会告诉你又瘦脸下颌线是不够的，看你自己要不要再买个瘦脸的。那既然打了，你肯定会想效果好点呀，然后医生和助理很好，医生还说我的咬肌不大其实，下次可以隔久点再打。态度也很和蔼可亲，到了吃饭点问你饿了没有，还给你拿小面包。就是要等好久呀二楼等完三楼等，等的人焦急。打完已经一周了，咬肌有点酸跟无力感正常。听说效果最好是在1个月的时候,268322539
商户服务富华医疗美容医院环境还可以，还是挺干净整洁大气的。工作人员的服务也挺热情，顾问也没有强制推销也没有隐形消费。从挺远的地方过来的，还挺好找的。来这边是看到美团价格很优惠，非常推荐大家来富华医院。,0
商户环境及服务富华的老粉了，自从开始做医美就一直在富华做项目了，环境跟服务都很好使用药品或仪器打针之前都会给看，很放心体验后效果打完好几天了已经感觉到咬肌有点起效果变软了，所以今天带了朋友也过来打医生操作审美上次是隋医生给我打的，很满意，推荐,216018299
一直觉得自己的胸不是理想的效果，有了解手术隆胸，自己身边朋友也做过，但是自己还是在网上对比了几家美容医院，最后选择了富华，面诊了唐院之后很快就确定了手术方案，手术前一天做了检查，第二天直接空腹来做手术，全程都没有感觉，只是术后有点想吐，护士小姐姐很细心，帮我告知医生之后用了药就好很多了，还喂我吃东西，总之体验很好，点赞,1932200220
商户环境及服务环境还可以，比较干净，进来也还是蛮舒服的。工作人员的服务还不错，挺热情的，也很温柔。体验中感受医生手法还可以，但是还是挺疼的，不过忍受一下就可以了。使用药品或仪器护士当面验药，术后交代注意事项,0
环境很不错，服务也很好，可能就是上唇毛有一点点痛，但是是可以接受的，做脱毛的小姐姐也超级温柔的，会把注意事项什么的都说清楚。,672421979
已经来了很多次，是富华的老顾客了，今天过来注射第3次瘦腿，术前会敷15分钟麻药，工作人员服务都挺好，会询问上一次瘦腿的注射时间，有没过敏史，护士都会核对药品，这一点就很放心，还会交代注意事项忌口之类的，医生都很专业，很温柔,176389364
第一次来富华，离我住的挺近，就在向西村地铁这边，打算过来看看，来到这边服务挺好，推荐的谢福庚医生人又帅，技术有好，很细心，有仔细，小细节做的特别好，前台小姐姐巧玲也特别好，后期效果也不错，强烈推荐，很赞。。。。,30616071
商户环境及服务环境不错，还可以，进来看到装修也挺舒服的，工作人员服务也是棒棒棒的，顾问也没有强制推销任何东西，这点值得表扬体验中感受医生打针不痛，挺好的体验后效果一个月之后才有效果期待中使用药品或仪器护士当面验药,1100203380
以前有朋友推荐过来的，然后一直都是在别的医院，这次看到网上价格还可以就来这边试一下。交通也挺便利的过来，看到富华的装修也挺好，工作人员的服务也挺热情的，也没有任何的强制推销和隐形消费。医生操作医生一边沟通，一边打针的，还挺好。推荐吧,0
商户服务环境挺好的，还是挺干净整洁的。工作人员也挺积极，服务也挺好的。顾问也没有推销什么，买什么就做什么。交通也挺便利的，挺好找的。今天第一次来这边做项目。价格非常实惠，物超所值，非常推荐大家来富华做项目。,0
商户环境及服务第一次来打瘦脸，所有不太清楚有没有效果，等到打完有效果以后再来打，第一次打目前还不知道效果，等到后面再来评论，哈哈哈，体验中感受挺好的，我感觉医生野很好沟通，性格很哈，阳阳医生体验后效果目前不知道，后面有效果在评论使用药品或仪器不懂，我自己也不专业医生操作审美好,0
商户环境及服务环境还可以，比较干净，进来还是蛮舒服的。服务也比以前好很多，重新装修过了，挺不错。体验中感受医生打针也不会很痛，一边沟通一边打的，挺好的使用药品或仪器护士当年验药，术后也有交代注意事项,0
环境还行，外面看着挺大气的，进来装修也还可以。还是比较干净的哈，服务也比较热情，比较贴心，医生手法也还不错，打针也不会说很痛，会有轻微的痛，可以接受。护士也有当面验药，术后也有交代注意事项，还挺贴心。交通比较方便啊，地铁一出来就到了。比较推荐。,0
以前没有打过，第一次打，看到活动比较优惠就买了。富华环境还可以，比较干净整洁，外面看着挺大气的，进来装修也还可以，工作人员服务也还可以，都非常热情，顾问也没有强制推销，这点还是不错的，第一次过来还送了一个水光哦，还是比较优待。期待后期效果，希望脸变小，哈哈哈,0
富华老顾客了，每次做项目都会考虑来富华。老医院还是比较值得信赖。交通也方便，环境也不错，服务也很好，早上过来没吃早餐都会给小面包，还是很贴心。打之前都会给验药，看着挺放心，注射完还会告知术后的注意事项,158349422
商户环境及服务四楼很宽敞，卫生各方面都不错医生操作审美这次主任的手法很轻柔，舒适感很赞使用药品或仪器打针之前也会核对药品，放心是正品体验后效果很满意这次的医生打的，打的过程中不痛，特别满意打完还会安排敷冰，小姐姐们会交代术后的注意事项后期还会过来打一下水光，住得离富华挺近的所以过来很方便,226982798
想改善的问题咬肌的话长得比较快，平时也没有说吃很硬的东西。我今天是第二次过来打瘦脸针了。嗯，来富华医疗美容医院做项目的话是朋友带我过来了，他一直都有在这边做也是看到有效果，所以就过来了。哦，不怀疑的美容医院环境还挺好还是挺干净的，然后顾问也没有强制推销，没有任何的隐形消费，非常的期待效果好的话还会过来追平的。,0
永远都不会去再去的医院.真的太差劲医院就跟那没医生一样去了,302978342
第一次来，体验很不错，做完皮肤很舒服，,430354396
小姐姐人很温柔的体验感很好，冰点也不疼环境很好,0
商户服务富华医疗美容医院装修还可以，过来的话还是挺舒适的，工作人员的服务也还好，都挺贴心，也非常热情，过来也没有说排队很久。想改善的问题咬肌大想变小一点医生操作医生手法可以，也没有很痛可以接受,0
第三次过来这边做皮肤啦这次是周末来的人有点多不过很快排到啦小姐姐很温柔做治疗前都会跟你先交代好注意事项过程不会很痛都是可以接受的推荐推荐,0
商户服务这边地理位置还可以，在向西村地铁站出来就可以看得到，进来医院环境还可以，一共四楼，手术在二楼。医生操作面诊的谢医生做的，专业，很棒，感觉还可以术中感受手术的时候蛮紧张的，打麻药的时候有点疼，其他还好现在在冰敷,3639795131
过来补下巴，医院很好找，趁着活动过来做体检，注射后效果我也很满意，感觉自己美美哒，医生的注射技术简直厉害的不要不要的，专业，又温柔。恢复快，效果立竿见影，不想手术的首选，手感真实。,276799994
商户环境及服务环境高大尚，干净，人多排队了一会，在美团发现了这家医院体验中感受这次过来打瘦脸，有4个月了，会有点点痛，可以接受的使用药品或仪器会给药品看，放心医生操作审美医生挺好的，推荐,2901716828
商户环境及服务在富华做项目好多年了，从二楼小小的一个地方扩大到四楼一整层楼，人员也变动了好多，很多都不认识了医生操作审美下颏缘还是会有点痛，就算敷麻药还是有点小痛，还好挺快就打完了项目效果挺认可这个项目的，所以定期都会过来的,0
商户服务环境还可以比较干净，整洁，大气交通也非常的便利一出地铁就看到了。工作人员的服务也还可以还是比较贴心的。他是朋友推荐来这边做的价格还是比较实惠的。医生操作你先打针也还可以没有说很痛还是可以接受的。,0
想改善的问题脸上有皱纹想改善一下商户服务就在网上看到的，今天过来人还挺多的，晚上还有这么多顾客，服务挺好的医生操作第一次打除皱还是有一点疼的，医生打针手法还行，打完出来会冰敷，也会交代注意事项，推荐过来,79109324
开心来富华打瘦脸针了，之前在富华做过微针和光子。富华是主要技术专业，没有很多推销也没有太多的套路，这个做过医美的都深有体会。地址在罗湖，也是一家非常老牌资历很深的医院了，环境装修的很舒服。瘦脸痛感不是很强，这次打了足量100个单位，药水都是现拆现验的。还是比较放心,0
说实话用了这么多线上美容医院，富华是最棒的一家品质在线，值得信赖的好医院非常棒的体验，幸好提前在上预约了，不然周末人好多，不枉费我期待这么久，确实很不错人不算太多，不用排长队的感觉太爽了，体验感一级棒冲着薅羊毛的心来的，第一次来没想到这么惊喜，以后有空了一定再来,71348306
商户服务富华医疗美容医院就在向西村这里，过来还是挺方便的，一眼就看到了，工作人员服务也还行，还是挺贴心的，有人帮预约的话过来可以做项目快一点。之前有来做过一次了，是朋友带过来的。医生打针也好，所以又来了,0
商户环境及服务环境还行，外面看还是挺大气的，里面装修也还不错。工作人员的服务也挺好，比较热情。也没有强制推销。挺好的。体验中感受医生打针手法还行，也没有很痛。使用药品或仪器护士当面拆药，术后也有交代注意事项,0
商户服务环境还可以，看着挺干净整洁大方的，工作人员的服务也还算是比较贴心的。顾问没有强制推销，也没有隐形消费，买什么就做什么，挺好的。医生操作医生术前有沟通，有做术前的设计。护士当面拆药，术后也有交代注意事项。,0
医院环境很好也很方便老顾客了做了几次项目效果都很不错滴护士医生服务态度也很好整体都不错点赞,264300744
今天来找王主任做黑金超光子之前找王主任做过一次黑金效果很好很满意今天还顺便做了点阵没有想象的疼还好能接受,0
感觉鼻部山根位置比较低，毕业之后就有想法通过手术去改善，来过富华这边做过微整，所以这次手术我也选择了在这里，术前由李院面诊并确定了方案之后，就开始术前的体检，术前的准备工作也很全面，手术是选择的局麻，术后继续消炎的治疗就可以回家了，今天术后第一天，鼻部肿胀的情况也还好，比我预期的要好很多，不会怎么肿，医生护士都挺好的，很有耐心，现在期待恢复后的效果,831537283
环境很好，医生护士态度特别好，很耐心的讲解注意事项,0
从网上搜索到这家医院，特意从龙华过来过来做一次法令纹，打车过来定位也很好找，来了从一楼去一楼核销然后从旁边坐电梯上来4楼无创科做项目，人挺多的，可能是因为今天周末吧，一来就安排来，等来一会儿就安排我做项目来，挺好的，第一次来，商户环境及服务好体验中感受棒体验后效果有效果使用药品或仪器专业医生操作审美医生也很好沟通,3615439269
商户环境及服务一年前来过了我好久没来了疫情太难了体验中感受感受好经常上新品我都好上美团看了就停好的隔断时间来一次体验后效果话不多说有效果建议多打几次使用药品或仪器这个我不太懂反正有效果哈哈医生操作审美李林医生打的,414062981
1医生一点也不专业，没有面诊直接就要给我做手术2因为我不太懂耳软骨隆鼻是一侧还是两侧取骨，他不告诉我也没有商量直接只取了一侧，后来才知道别人都是两侧3术后服务超级差，不告诉我注意事项，还是我主动问了一下，只说不吃辛辣就结束了，根本没有告诉我冰敷太可恶了导致我第二天直接肿成气球，眼睛几乎看不见了，去医院护士看见太肿了才给我说冰敷一下，已经太晚了。4第三天开始眼睛就出现瘀血，上下眼睑全部是红瘀血，可能要一个月才能吸收或者恢复好，这还要看个人情况，什么鬼话有可能还要更久，太气人了5手术完正在打点滴消炎，护士过来让我帮忙做好评，加我微信，发给我1元团购链接，刚刚手术完我什么也不懂，不敢不给好评，怕后面换药护理她们不认真。就违心的给了谢医生好评。,0
体验前变美诉求下班才过来的，我们没有预约，以为会等很久，没想到一过来马上就安排了，签字，拍照，很快就安排好了，嘛药敷了20分钟，我和我朋友一起来的，很快就敷好了，还问我们吃饭没有。拿了吃的，太好了，速度，点赞项目体验过程完美体验后效果好恢复期感受前一天有点麻。后面没感觉,154497658
之前是刘蕾主任打的，效果很好，人也很好，很细心。富华这边环境还是不错，可能运气比较好，来了基本都不用等，打了就可以走术后都会打电话回访，提醒一下忌口之类的，住的离这边挺远的，专门过来的，今天是刘英主任打的，手法也很专业，好评好评,0
商户环境及服务环境还挺好，服务也很单位的，个人挺推荐来富华的，工作人员真的挺nice的，以前下巴打过伊婉，今天想试一下海微看看国产的怎么样体验中感受没吃晚饭，助理拿了牛奶和面包，预防我低血糖，过程挺愉快商户环境及服务医生会一边打一边沟通，效果可以，推荐大家,3617569246
我本身就是一个单眼皮，想着做双眼皮好久了，不知道那里做的好，我查的网上，看到富华的评论挺好的，就过来面诊了，谢医生面诊的，感觉还不错就交了钱做了，手术很顺利，术后没有感觉到特别疼，希望之后赶紧消肿恢复好。,2550166672
因为自己一直在富华皮肤科有做项目，后面跟自己的顾问了解了一下眼袋，跟朋友一起做的，都是面诊的谢医生做的外切眼袋，先走手术做完了，就是在手术室打麻药的时候感觉有点疼，现在在冰敷休息一下要准备回去了，明天在过来医院换药,759315112
商户环境及服务这里环境一般般，还有待改善，工作人员的服务态度这些都还可以，那还有更好的空间有待提升。医生操作审美主任手法很温柔，会有轻微的痛，但是是可以忍受的。使用药品或仪器护士当面拆药，术后也有交代注意事项。,2268755089
强烈推荐，环境赶紧卫生，服务态度很好，医师也很温柔，购买了一个疗程冰点脱毛，因为疫情耽误了很久，会继续回购。术中感受不痛，医师比较温柔，过程中会讲解一些保养和注意事项。,1789858401
第一次做果酸焕肤，痘痘少了，皮肤也好了很多，不怎么冒痘，很棒。小姐姐的服务态度也超级好的，热情周到。环境卫生都很到位，每一步都很细致。继续再做一个疗程，期待效果图。,108635126
除了等就是等，可能是团购低价产品，服务态度非常非常不耐烦，开个单也要等，准备打也要等好久，四点多来的，准备下班了我还没开始打第一次体验，以后不会再来了。,137563542
商户环境及服务环境还行，还是比较干净，进来感觉还是挺舒服的。工作人员服务挺好的，顾问也没有强制推销，美团的价格还是挺优惠的，第一次来正规的医院，以前都是在美容院做体验中感受做治疗的时候护士很贴心的敷麻药，也会告知注意事项，点赞,7949388
姓范的男医生狂推销，推销不成功态度也太差了护士很温柔医生不行,0
术中感受做的伊芙泉微针坐时没有想象中的痛麻药劲过后感受还是比较强烈期待效果术前会告知清晰皮肤问题及给到改善建议术后医嘱详尽不错噢,0
第一次做微针，效果真的是绝了。除了前三天会红肿以外，第四天开始就不会了。毛孔肉眼可见的缩小了，朋友都说很不错，全程无推销，小姐姐超级温柔。一直问痛不痛，有没有需要加深巩固的地方，超级细心，会持续关注的。,0
商户环境及服务位置挺好找的。就在深南东路的路边。之前也有打过瘦腿。瘦肩。今天再过来打一次。医生也很好沟通。体验中感受前台都很细心。早上会问你吃早餐没有。很贴心体验后效果有效果。打过很多次了。觉得很棒的购物体验使用药品或仪器医生都是专业的。医生也专业医生操作审美很好,766409829
商户环境及服务环境非常大气宽敞干净前台小姐姐小姐姐非常的温柔茶水是自助的如果饿了的话还可以吃面包体验中感受医生技术很专业把它过程当中也会问我的感受整体还不错使用药品或仪器药品是未开封的还是在有效期之内打之前都会给我看,204709401
买了个脱毛有点晚了，从东莞过来来的有点晚，但是没想到还是有很多人，今天过来打嗨体颈纹跟疤痕针，躺着敷麻药还是挺舒适的，单独一个房间还挺好的，比较有隐私，之前也打过所以觉得还好，平时打除皱没有敷麻药都是能接受，所以颈纹应该还是可以的，这边服务挺不错的，环境卫生各方面也比较认可，医生手法也从没担心过，还是会继续在这边做项目的,42395491
N多次来医院了，感觉很好，和朋友一直在这边做皮肤的项目。,2261488735
刚从老家回来深圳就过来打除皱了，早就想过来但是一直因为疫情耽搁了，老顾客了一直都很认可这边的服务态度跟医生的手法，所以每次过来都会愿意花一个小时的地铁过来这边，喜欢熬夜泪沟挺严重的，咨询了这边的小姐姐建议打嗨体，买了嗨体的活动还挺划算的，今天跟除皱一起打,888157210
上次来这边打的瘦脸，打完没有很酸。效果还不错，这边的环境都还不错。从龙岗专门过来的，这边的性价比还不错，价格都很优惠，这边的服务态度都很好，小姐姐们都很可爱，今天来打眉间纹和下巴。非常期待恢复后的效果,0
商户环境及服务周末放假了就应该美起来啊过年在家吃了很多硬的东西咬肌大了。想打瘦脸朋友叫我来富华的我就买了瘦脸体验中感受我觉的超级很。推荐体验后效果现在还不知道使用药品或仪器不知道使用药品或仪器医生操作审美李林医生好,0
第一次过来，以后都打算这家了，确实挺不错的,264588916
商户环境及服务在楼下做了皮肤，再来4楼做一个嗨体和下颌缘提升，我觉得我的下巴需要做一下这个下颌缘了，我看别人做了。还挺有效果的，看了别人的术前术后，我也是经常来这里，体验中感受还行，体验后效果效果还是有的，使用药品或仪器好医生操作审美好,0
从网上看到富华活动比较优惠所以就过来这边做注射了，第一次来，之前是在别家做的，想体验一下富华医生的手法。交通挺便利。顾问也挺好的，工作人员比较温柔。希望今天打完之后，后期会有好的效果，我也会推荐朋友过来的,0
非常推荐这家医院。服务态度真的很棒也很热情。注射医生刘主任非常非常推荐。速度很快而且一点也不痛。打完我都没反应过来。手法也很专业。地理位置也很好找。环境也很好。没来过得小姐姐请一定来试试。前台小哥哥很帅也很照顾我们顾客。非常推荐,2603317178
过来做的小气泡，帮忙做的小姐姐人特别温柔细心做完后感觉脸特别干净，小姐姐还特别细心的帮我敷了海藻面膜，下次想在来做光子嫩肤，特别好的一次洁面体验,2434143698
商户环境及服务环境还行，还是蛮干净整洁，过来也挺好找的，服务也还行，也没有推销其他的东西体验中感受医生一边沟通一边打针，有点痛可以接受使用药品或仪器护士当面拆药，术后也有交代注意事项，服务挺好,0
第一次来感觉还是不错，环境温馨，护士前台服务都蛮好的，医生技术专业，打的时候有一点点痛，但是是能接受的那种，总体好评。,117086805
挺快不错的，主要是专业性和这里小姐姐的轻声细语又不失专业，不错的体验。,1626359295
感觉鼻梁比较塌陷，去年开始一直想要做这个手术，有从线上了解了一些关于隆鼻手术的情况，约了时间过来医院咨询了手术的一些方案，顾问带我面诊了李院长，李院帮我设计并定了适合我的方案，趁现在刚好假期可以休息，过来做了手术，手术过程是全麻，不会有疼痛感，现在术后也没有太大的感觉，还带着引流管，医生和护士都挺好的，很有耐心，期待效果,0
商户环境及服务环境很好，进来感觉还是比较舒服，服务也非常好，前台和顾问服务都是很好的体验中感受医生手法很好，轻柔，打针不痛，经常来这边做项目体验后效果效果没那么快，出来效果再来追评富华老医院，值得推荐,3153782050
商户环境及服务环境挺好，干净舒服，进来感觉还挺舒服的，工作人员服务挺满意的，都很热情，顾问也没有强制推销什么，这点很好，过来排队等候非常快，不需要等很久，弄完十分钟左右就可以治疗了体验中感受医生手法还行，没那么痛，期待效果推荐给你们。,874106040
想改善的问题腋下毛发粗之前腋下毛发比较严重，做了6次后毛发基本没有了，效果非常明显,317847933
商户环境及服务环境还可以，还算是比较舒适，进来还是比较舒适的，工作人员服务也好，顾问也没有强制推销我产品体验中感受医生手法还可以，轻微的疼，可以接受，做完皮秒才来打的除皱。排队会有一点久，这个体验感就没那么好，可以改进改一下体验后效果效果要两周后出来，期待,1848048450
项目效果瘦脸商户服务服务挺热情的每次过来都挺好想改善的问题想要脸看起来小些医生操作医生操作手法很专业，注射过程没有想象中疼术中感受整个过程还挺好的，没有什么不舒服，术后还给冰敷，挺不错,0
服务态度非常差，没有达到想要的效果，不会再来,0
感觉单眼皮显得无神，想通过手术改善，线上了解过，对比了几家医院，还是选择了富华医疗规模较大的医院，交通很便利。就在地铁口附近，过来医院面诊了谢主任，给我设计并定了方案，手术当天过来体检，体检流程都很完善，手术是局麻，打麻药的时候会有一点痛，疼痛感是可以接受的，术后冰敷完就可以回家啦。整体的体验感很好。期待恢复之后的效果。,3329929614
项目效果很满意医生很有耐心技术很熟练我已经是第4次做啦，收毛孔效果想改善的问题看的见毛孔术中感受很好医生操作熟练细心,0
流程规范，医生态度好，药品正规,210881247
想改善的问题体验不错，目前暂无术中感受小姐姐很贴心，很温柔，操作专业，全程很放松，腋下还有小腿都没什么痛感,171871382
交通便利，过来很方便，楼下地铁口就是富华医院。每次过来等候时间也还好，不会很久。前台护士服务都很好，非常贴心，不会因为我是美团买的就怠慢我，每次都用心给我做治疗做完治疗护士很贴心告诉我注意事项，第二天也有电话回访询问有没有什么不舒服的。推荐大家,1755958669
感受非常好，一定也不疼，冰冰凉凉的,169871193
服务很好的，稍微有点疼痛感，但是能接受，强烈安利,1919496430
来了好几次了，瘦脸和玻尿酸都打过，富华这边还是不错的，环境也很好，这边的工作人员也都很热情很可爱，今天来打瘦腿，之前打的效果很好，想着今天到时候打第二次了，赶紧过来打，期待效果啦,0
