评论,图片
这里的老熟客，这里的人都很有服务意识，专业商户服务服务很好，热心积极，医生满意，环境高大上项目效果有效果很棒，有效果医生操作专业负责，审美很赞，符合我对自然的追求想改善的问题鼻基底，腿,"[{'id': 1807997029, 'url': 'http://p1.meituan.net/shaitu/dea2eb1d59616863fa3076a6ceab26bd1862706.jpg'}, {'id': 1807898309, 'url': 'http://p0.meituan.net/shaitu/6601afd3128b31176f7ef23aceb888491861952.jpg'}, {'id': 1807898307, 'url': 'http://p0.meituan.net/shaitu/c41202f94e1703484457a926929495a4184897.jpg'}, {'id': 1807898308, 'url': 'http://p0.meituan.net/shaitu/ec66aed754645b01e2067a297aa39967203796.jpg'}, {'id': 1808134771, 'url': 'http://p1.meituan.net/shaitu/58da7be2b03bf0017ee7db937a875709174109.jpg'}, {'id': 1808087828, 'url': 'http://p1.meituan.net/shaitu/315b482defa4dc08dedde921edda9b0e1301620.jpg'}]"
想改善的问题眼部鱼尾纹严重之前也是在鹏程医院进行打的除皱这次来加强维稳先在下面打的水光上来的商户服务不错工作人员有应必答做完保妥适的除皱还给我拿了一片医用面膜给我敷上促进我做完项目后的修复很贴心医生操作唐主任给我打的很细心仔细术中感受没有什么不舒服的,"[{'id': 1760164080, 'url': 'http://p0.meituan.net/shaitu/fd7d5006360b0bb635a918fdb8c95204141518.jpg'}, {'id': 1759998417, 'url': 'http://p0.meituan.net/shaitu/3e450c25dfb5d7756fb03af5f9e4bc2f95893.jpg'}, {'id': 1760164081, 'url': 'http://p0.meituan.net/shaitu/7c05b601618464c28bc525c612def02d194360.jpg'}, {'id': 1759998416, 'url': 'http://p1.meituan.net/shaitu/eb6f04d55f911f279e1b6c536214197c173439.jpg'}, {'id': 1760246369, 'url': 'http://p1.meituan.net/shaitu/3e530951fc7c878bc54e8171290a87a780285.jpg'}, {'id': 1760246371, 'url': 'http://p0.meituan.net/shaitu/0e019dd7a8a31f2f315c0dab691699341602380.jpg'}, {'id': 1760097706, 'url': 'http://p0.meituan.net/shaitu/ffc176cafe2a689b22e264ddb93b4c1a1533603.jpg'}, {'id': 1759920029, 'url': 'http://p0.meituan.net/shaitu/42a3cfa0ab5438264da379bd10871c151177385.jpg'}, {'id': 1760246370, 'url': 'http://p0.meituan.net/shaitu/7f1523621fbf027c47a7c7101367fa1b143725.jpg'}]"
第一次来鹏程医院就是想来这边体验一下的除皱针因为身边很多朋友都在这边打说这家医院很好就挺推荐这边的然后又是大机构就比较相信今天第一次来这边就感觉到这边服务什么的都很好走到哪里都有人服务而且特别贴心服务很周到很细心医生也打的很好很专业一点都不痛因为是第一次打我还以为会特别疼所以很害怕但是真的没想到一点都不痛而且很划算比别人家便宜很多而且当初给我看药当面给我拆开下次还会来这边做相信这里,"[{'id': 1754850952, 'url': 'https://p0.meituan.com/mtptimg/a2533b2e7d057c58bb67df8f9ae43d88170051.jpg'}, {'id': 1754614981, 'url': 'https://p0.meituan.com/mtptimg/45265194f163d3888f5f5264c62e690c353043.jpg'}, {'id': 1754696256, 'url': 'https://p0.meituan.com/mtptimg/7142c00feeba9886635d5f3222dc6d35438727.jpg'}, {'id': 1754614979, 'url': 'https://p0.meituan.com/mtptimg/c51ce899734cee14d66bff2ccfe8f7d3519473.jpg'}, {'id': 1754696255, 'url': 'https://p0.meituan.com/mtptimg/c514c1ad457998425f2d726741dee812252032.jpg'}, {'id': 1754696254, 'url': 'https://p0.meituan.com/mtptimg/dc87241f958878dec43474e47eaae8bd230297.jpg'}, {'id': 1754517103, 'url': 'https://p0.meituan.com/mtptimg/5e06ea0e2e332d76b94fe417904d7f31170656.jpg'}, {'id': 1754850951, 'url': 'https://p0.meituan.com/mtptimg/b0e9522790ac054867ba5351d91ec10d136823.jpg'}, {'id': 1754517100, 'url': 'https://p0.meituan.com/mtptimg/b2928c53c8ed7261fe449bdb1ec3663a279232.jpg'}]"
这次过来鹏程做的是，瘦脸的项目，买的是保妥适的来解决做治疗，我比较喜欢大医院，这家医院是一家口碑25年的大医院，昨晚毫不犹豫的选择鹏程医院，一来比较放心，再说朋友也来这家，所以就这家是我的首选，还会推荐朋友过来，以后的抗衰，都会持续做，接待的医生是一位，负责任的美女主任，专注细心，范主任，以后都找她啦,"[{'id': 1782104356, 'url': 'http://p1.meituan.net/shaitu/cc6b0e669e71e5b1e2a1c70cb3d8d404141113.jpg'}, {'id': 1782026350, 'url': 'http://p1.meituan.net/shaitu/d3e29ae861b80fc5f61b8044f0930402178651.jpg'}, {'id': 1782166821, 'url': 'http://p0.meituan.net/shaitu/60662eb7eb934b8a31e9a5527aed0b10148713.jpg'}, {'id': 1781927538, 'url': 'http://p0.meituan.net/shaitu/2caf4453ce75294ce15d0f1d288089ee128226.jpg'}, {'id': 1782250917, 'url': 'http://p0.meituan.net/shaitu/976beb27964d2dce55f729cb73b2854b121616.jpg'}, {'id': 1782166822, 'url': 'http://p1.meituan.net/shaitu/2e784408992a63e4ebd52c6c7370de6f198313.jpg'}, {'id': 1782104357, 'url': 'http://p1.meituan.net/shaitu/db6318f0dcf85b1e957a26c670157cae233866.jpg'}, {'id': 1782026349, 'url': 'http://p0.meituan.net/shaitu/eac8eea54a46a51f18c50576d2a0501d165350.jpg'}]"
今天去丰唇了个人很喜欢饱满的唇和医生沟通了也有给医生看图片我想要那种自然饱满的的效果我是直接注射没有敷麻药打的打的时候有点点痛但是为了变美忍过去就好了操作的医生感觉还是挺不错的手法很好过程很快基本上都是边注射边沟通让我看镜子问是否需要继续补打打完出来效果也非常自然整体都很满意,"[{'id': 1770145682, 'url': 'https://p0.meituan.com/mtptimg/22693d6dec3d8708eae26d3947d93fe5335596.jpg'}, {'id': 1770001461, 'url': 'https://p0.meituan.com/mtptimg/c56c268750306c59640e542199a13382309021.jpg'}, {'id': 1770001462, 'url': 'https://p0.meituan.com/mtptimg/4e2b73f66273d7adecf2ecf22ecbfccb502386.jpg'}, {'id': 1770245210, 'url': 'https://p0.meituan.com/mtptimg/ffac338416733ae05946cf208e3d4279317702.jpg'}, {'id': 1770245211, 'url': 'https://p0.meituan.com/mtptimg/59825c16a84cf8147d36cb491a511966231391.jpg'}, {'id': 1770099354, 'url': 'https://p0.meituan.com/mtptimg/3528dbd5b087a8b93012a685ddd1605e312709.jpg'}, {'id': 1769899829, 'url': 'https://p0.meituan.com/mtptimg/448847ab49a9aabd2522ffae4e98ec71347510.jpg'}]"
第一次过来鹏程医院做项目体验除皱针，买的是进口的保妥适，慕名而来的，这边服务还是可以，给敷上麻药就可以了，安排的时间很快就到我了，这是比较满意的，25年的口碑医院，这边找的是范主任做的项目很细心也很专业，整个过程，流程规范，收费透明，没有强制推销。,"[{'id': 1772716703, 'url': 'http://p0.meituan.net/shaitu/ab51771df7c70ecb97794149a561fe9f159989.jpg'}, {'id': 1772809749, 'url': 'http://p0.meituan.net/shaitu/80280f5dca4ff40b5fb1ab5fe5f26252299995.jpg'}, {'id': 1772872250, 'url': 'http://p0.meituan.net/shaitu/f6d60aed2ddc76376e88bbdad3f1fecb133222.jpg'}, {'id': 1772971777, 'url': 'http://p1.meituan.net/shaitu/f8a985bc10296a3de9a35e8fb7ac269a171367.jpg'}, {'id': 1772872251, 'url': 'http://p0.meituan.net/shaitu/ec0489e7e63f05358ec07c0fe1ea16a0164232.jpg'}, {'id': 1773063529, 'url': 'http://p0.meituan.net/shaitu/9b0c9b0b7c651c0f8710658ef40469de234843.jpg'}, {'id': 1772872252, 'url': 'http://p0.meituan.net/shaitu/1d5a1a62ab7d24b70292a6ad350c9569315101.jpg'}, {'id': 1772971776, 'url': 'http://p0.meituan.net/shaitu/6411b3a3347d13a4f87eb5118764575d193127.jpg'}, {'id': 1772971778, 'url': 'http://p0.meituan.net/shaitu/3c7391f1f17ea2f5b58ce0b9449fde84137975.jpg'}]"
我是这边的老客户了，一直选用鹏程医院，比较放心主要医生技术很好，服务也是很棒哦，这次过来做脱毛也买了水光也买了瘦脸还打算再买，喜欢这家医院的氛围.不强迫消费又是上市医院，深圳就一家所以以后都来这一家，长期护理，抗衰,"[{'id': 1788207693, 'url': 'http://p0.meituan.net/shaitu/eb8254f1e883aa5d6ad6100326ef87dc94102.jpg'}, {'id': 1788116416, 'url': 'http://p0.meituan.net/shaitu/2cfa07f74229dca9fee326452eb7bc5f153955.jpg'}, {'id': 1788345227, 'url': 'http://p0.meituan.net/shaitu/c7ec9114802f3d14c207bfdd1f8bf7db130983.jpg'}, {'id': 1788433603, 'url': 'http://p0.meituan.net/shaitu/102fa01c1ac63070e09f1d4468bb972e113070.jpg'}, {'id': 1788345226, 'url': 'http://p0.meituan.net/shaitu/1797b568da8a8ce10f7db53ebbb78bb876191.jpg'}, {'id': 1788433602, 'url': 'http://p0.meituan.net/shaitu/d58a2f5738ff31242fb00470dafe9956113701.jpg'}, {'id': 1788116417, 'url': 'http://p0.meituan.net/shaitu/d10c666216b93a4a23503cdebd0a73af148088.jpg'}, {'id': 1788306286, 'url': 'http://p1.meituan.net/shaitu/39c2140c478ff67ffd4320658bb099d154270.jpg'}]"
第一次过来鹏程，这家医院整体环境挺好的，服务态度也挺好的，环境不错，流程大概是先登记，登记完去洗脸然后就有专员小姐姐来询问最近的暴晒情况，等了一会就可以去做项目啦，医生很专业。,"[{'id': 1807838844, 'url': 'http://p1.meituan.net/shaitu/f8e6954e18272961b1a0a9db53fe3ed02941852.jpg'}, {'id': 1807629379, 'url': 'http://p0.meituan.net/shaitu/199edeffaa31eac7c4be3bd2e670ba302913063.jpg'}, {'id': 1807753412, 'url': 'http://p0.meituan.net/shaitu/aded9daa6b120df6e5d2296053c9c7263212538.jpg'}, {'id': 1807629381, 'url': 'http://p1.meituan.net/shaitu/47cbc71b9ef524f9b907100ce014045c3667152.jpg'}, {'id': 1807838845, 'url': 'http://p0.meituan.net/shaitu/803635ec4553e9ef2992cbb43c63b4353562431.jpg'}, {'id': 1807629380, 'url': 'http://p0.meituan.net/shaitu/4b836183efe0516ccb31ecb77a302ef23473214.jpg'}]"
第一次过来，主要是离家比较近。这里环境很不错，登记接待都比较专业。小姐姐操作很温柔，体验感挺好的比较卫生，仪器都有消毒，比较照顾顾客的感受,"[{'id': 1837182542, 'url': 'http://p1.meituan.net/shaitu/8291a51b5f676ba4def6cad61fd9351192388.jpg'}, {'id': 1836920057, 'url': 'http://p0.meituan.net/shaitu/3f901752c1198cccbc7b0ff36e3cf2bf131230.jpg'}, {'id': 1837089497, 'url': 'http://p0.meituan.net/shaitu/646cbdced48a219faa1eb2d3dff8b32d62335.jpg'}, {'id': 1836920056, 'url': 'http://p0.meituan.net/shaitu/a5f83f17eb684d4d00c2d30aa63a1b5f184397.jpg'}, {'id': 1837005034, 'url': 'http://p0.meituan.net/shaitu/9970621af63ed1671520884cae50b907181471.jpg'}, {'id': 1837235041, 'url': 'http://p0.meituan.net/shaitu/748319c794ed03c042b9be24612357ce77209.jpg'}]"
商户服务我是快吃晚饭的时候来的前面排队的人不是很多然后有询问我有没有吃晚饭担心我打瘦脸针会挺不过去觉得好暖心哦并且体贴然后等待时间也很短体验感还好想改善的问题打的是保妥适的主要还是脸不立体有点胖是李院长给我注射的很有经验打得也舒服,"[{'id': 1771765249, 'url': 'http://p0.meituan.net/shaitu/2bad61746c0f84b987f5922ae0365d9d482750.jpg'}, {'id': 1771765248, 'url': 'http://p1.meituan.net/shaitu/687c2d69a40072635b2e4b9e836e25fc1890758.jpg'}, {'id': 1771524549, 'url': 'http://p1.meituan.net/shaitu/2dadd548f652f2aa6e1c932e0755bce0462386.jpg'}, {'id': 1771619589, 'url': 'http://p0.meituan.net/shaitu/19bb5e7d6e5ff7c1a47983a27a6b60b8409903.jpg'}, {'id': 1771619588, 'url': 'http://p0.meituan.net/shaitu/274cbcc4fcdcbbb9d4fc0295d8db490e391696.jpg'}, {'id': 1771425422, 'url': 'http://p0.meituan.net/shaitu/c52467e52ed919ec5e191aef3dd24fbc382892.jpg'}, {'id': 1771524547, 'url': 'http://p0.meituan.net/shaitu/8c56f9e9b1cfca95a02cef618de69f53425325.jpg'}, {'id': 1771619585, 'url': 'http://p0.meituan.net/shaitu/6016e8ef7188403c851c07018805341f500280.jpg'}, {'id': 1771765250, 'url': 'http://p0.meituan.net/shaitu/0520a3d74330523ecb02867403b61c7a415839.jpg'}]"
今天来医院体验小气泡清洁，气泡笔的鼻头吸附毛孔里面的脏东西，感觉很舒服重点容易出有的地方重点吸附，感觉非常好，美容师小姐姐很耐心，很温柔也很专业，服务体验也很好，总结来说体验很好，推荐大家可以来体验一下小气泡，项目效果挺好的符合我的心理预期，,"[{'id': 1775439661, 'url': 'http://p0.meituan.net/shaitu/342946ded7560eb91d34c264d4d123f1127599.jpg'}, {'id': 1775439663, 'url': 'http://p0.meituan.net/shaitu/ed44b12e3e291cee7c3bd58cba49d6bb118527.jpg'}, {'id': 1775182998, 'url': 'http://p1.meituan.net/shaitu/a17242bbfff6434f8f1e65d5c6b8b285144363.jpg'}, {'id': 1775439662, 'url': 'http://p0.meituan.net/shaitu/d50d4503a74c1f82c66bb04dc8224757142567.jpg'}, {'id': 1775124432, 'url': 'http://p0.meituan.net/shaitu/e6b1d8c512dcfcce07c4dafd105c4f3e67523.jpg'}, {'id': 1775271489, 'url': 'http://p1.meituan.net/shaitu/b9251eb5e4ad2082cc71fcfc42fe901697254.jpg'}]"
想改善的问题就是想让腿瘦下来，穿衣服也好看点，以前在其他城市打过，在深圳鹏程挺出名的，特地过来的商户服务医院很大，交通比较方便，在地铁口附近，环境很好，工作人员热情耐心医生操作范主任人为人亲和，专业细心项目效果效果很明显，能达到自己的预期，没有副作用，安全靠谱，比健身减肥好太多术中感受怕痛的姐妹联系麻药敷就一点点，我比较怕痛哈哈。安全实惠，有保障，可以过来哦,"[{'id': 1725640764, 'url': 'http://p0.meituan.net/shaitu/6ebd1c22f1763bce33f32867de793fd5394155.jpg'}, {'id': 1725549566, 'url': 'http://p1.meituan.net/shaitu/798b2bbbe3d640a307a1068cccf7e75a395754.jpg'}, {'id': 1725426474, 'url': 'http://p0.meituan.net/shaitu/86cbcae0ae6821de582936f60d928280404497.jpg'}, {'id': 1725331870, 'url': 'http://p0.meituan.net/shaitu/ca8f067e3369e2363d05aa231cbeefb3236357.jpg'}, {'id': 1725498622, 'url': 'http://p0.meituan.net/shaitu/fb4b422e535f124fd0cb710161ba9d9f236682.jpg'}, {'id': 1725426475, 'url': 'http://p0.meituan.net/shaitu/b4e2ff44121640db433965e1e77f9ff3248629.jpg'}, {'id': 1725640765, 'url': 'http://p0.meituan.net/shaitu/b08ba03961d981a662c3873ef8418b3a251679.jpg'}]"
今天体验的项目是光子，今天是第一次来这家医院，进来之后有人引导，先拍了术前照，然后就安排了治疗，也没有怎么等，很快就安排做上了，操作医生很专业，在做之前还给我讲解了仪器的作用和效果，滤光片的作用等，过程坚持询问我的感受，很耐心细致。,"[{'id': 1783800840, 'url': 'http://p1.meituan.net/shaitu/8e69f63a3e9c0453def11e63ed70a3f7236436.jpg'}, {'id': 1783854105, 'url': 'http://p0.meituan.net/shaitu/215c9f3eb0361156538220dfd919fda4219945.jpg'}, {'id': 1783702523, 'url': 'http://p0.meituan.net/shaitu/1ed9f46183b898892e87cb167421123f201110.jpg'}, {'id': 1783800841, 'url': 'http://p0.meituan.net/shaitu/14b070326d32e2be9d1249e8616090a9220572.jpg'}, {'id': 1783854104, 'url': 'http://p1.meituan.net/shaitu/db559e29855459439dd19597a3d4159f340811.jpg'}, {'id': 1783702522, 'url': 'http://p0.meituan.net/shaitu/a852ddba3f460826c01412dfd8735183183616.jpg'}]"
因为工作需要经常熬夜，脸色暗黄，痘痘粉刺都很严重，三年了反反复复的，从未好过，导致皮肤毛孔粗大，同事推荐我过来做黄金光子嫩肤的，效果是真的绝绝子了，才第一次做，脸上就白了一个度，有光泽感了，连朋友见了都说我皮肤真的好了很多，话不多说，现在准备入手第二次。,"[{'id': 1790111291, 'url': 'http://p1.meituan.net/shaitu/f4bfd48e03dc41272a8144b1b16a90a9189160.jpg'}, {'id': 1790351988, 'url': 'http://p0.meituan.net/shaitu/0c23ad048e5568d6b169550e36d7d69f330395.jpg'}, {'id': 1790213530, 'url': 'http://p0.meituan.net/shaitu/7b93096bcaba0b8afef1214702887327222197.jpg'}, {'id': 1790028048, 'url': 'http://p1.meituan.net/shaitu/0e429ed22485bce41e1440e75fb2d493220442.jpg'}]"
项目效果做的m22美白模式，做完皮肤立刻亮了一个度，体验感很不错商户服务小哥哥服务态度特别好，全程有指导引导，很值得下次再来想改善的问题本人属于皮肤比较肤色不均的，比较偏黑，值得推荐的医院哦,"[{'id': 1769523935, 'url': 'http://p0.meituan.net/shaitu/feb1966c8d29c2dea735e87fe1e170c4189721.jpg'}, {'id': 1769767977, 'url': 'http://p0.meituan.net/shaitu/7d10dc9a40d7fba5984c55a18dbbec39139912.jpg'}, {'id': 1769622059, 'url': 'http://p0.meituan.net/shaitu/62278cbdd746140b2b2b236b346ea8bc118087.jpg'}, {'id': 1769424018, 'url': 'http://p1.meituan.net/shaitu/e0d3a767c37a4f5e0730228cfc6d5897163362.jpg'}, {'id': 1769424017, 'url': 'http://p0.meituan.net/shaitu/4dd024363a13f64c799be0251a151097144524.jpg'}, {'id': 1769622060, 'url': 'http://p0.meituan.net/shaitu/31d104b2032be027d3e1c119169216b0179068.jpg'}, {'id': 1769670455, 'url': 'http://p0.meituan.net/shaitu/688c0c86febe5d670da52bac6f6ceda4130748.jpg'}, {'id': 1769670456, 'url': 'http://p1.meituan.net/shaitu/37a20e42a5329101d00afba890daca4c145023.jpg'}, {'id': 1769523936, 'url': 'http://p1.meituan.net/shaitu/724ab6fe7fa8fad73ec6d774d4ec185f172628.jpg'}]"
商户服务之前在这里做了脱毛，有客服人员来提醒治疗，感觉挺好的，不然自己都忘记了。今天再来做了超光子嫩肤加牛奶酸项目效果脱毛效果超级好，做了两次就感觉少了很多，毛发也细了，长得慢了很多。做了光子嫩肤刚做完感觉有点提亮的效果，再做了牛奶酸，过几天看看效果医生操作很细心，会询问我的感受，做的每个步骤也会告知。,"[{'id': 1754894875, 'url': 'http://p0.meituan.net/shaitu/dc22ddc6fca3bd9eecc8f1242448d0dd1801772.jpg'}, {'id': 1754961703, 'url': 'http://p0.meituan.net/shaitu/e8fd8fc3652eb0b98b69151c9d76c0d21598483.jpg'}, {'id': 1754810196, 'url': 'http://p0.meituan.net/shaitu/ae80e343f849b510e094f6fd7a7ca9ea177575.jpg'}, {'id': 1755059733, 'url': 'http://p0.meituan.net/shaitu/3f795262c97612b429b71639d71baeec229798.jpg'}, {'id': 1755140233, 'url': 'http://p1.meituan.net/shaitu/f174fd288e0069faa00dce09b4dc35ff190669.jpg'}, {'id': 1754894874, 'url': 'http://p1.meituan.net/shaitu/a190e5b57ade158e7bb058b0f47f30be219522.jpg'}]"
刚好今天跟朋友过来做脱毛，顺便做一下小气泡，因为我是油性皮肤，总感觉皮肤油油的，第一次在这边做小气泡玻尿酸导入，接待的小姐姐服务很热情，说话也很温柔，帮我操作的美容师小姐姐技术手法也很专业，很细心，做完之后感觉皮肤干净了很多，摸起来也清爽了许多，总体感觉不错。,"[{'id': 1769018130, 'url': 'http://p1.meituan.net/shaitu/12459824c807a4a0b5d4ea9e98d3ab41179507.jpg'}, {'id': 1769262786, 'url': 'http://p0.meituan.net/shaitu/d15fb4d8b41a3b44576813e2473b5876138400.jpg'}, {'id': 1769116673, 'url': 'http://p0.meituan.net/shaitu/dc71ed1923538a9a13bdcd64347d787b160872.jpg'}, {'id': 1769166246, 'url': 'http://p1.meituan.net/shaitu/fad2b80a27bcbd7637b28003e7b88365715417.jpg'}]"
项目效果随着年龄的增长眼睛周围很多这次来打鱼尾纹非常不错商户服务来院有人接待全程陪同先带我面诊医生前台接待的小哥哥小姐姐都很好助理美艳和护士小姐姐都很热情细心想改善的问题眼尾鱼尾纹严重明显来院改善医生操作医生专业手法非常细腻技术到位术中感受很舒适,"[{'id': 1738547103, 'url': 'http://p0.meituan.net/shaitu/4108686d56e644541eaad06e74766417103494.jpg'}, {'id': 1738310571, 'url': 'http://p0.meituan.net/shaitu/f6407287c4830d734c63b52e544951c2193071.jpg'}, {'id': 1738400644, 'url': 'http://p0.meituan.net/shaitu/39f624179f66fabf3620aef32d00669e199531.jpg'}, {'id': 1738310570, 'url': 'http://p1.meituan.net/shaitu/aae568972f551508e314ef0010e48571149461.jpg'}, {'id': 1738547104, 'url': 'http://p0.meituan.net/shaitu/d42dade11b98e0eac764b23238982cbb160379.jpg'}, {'id': 1738400645, 'url': 'http://p0.meituan.net/shaitu/cf2329570a7bb14293a8c4423c41eec3128353.jpg'}]"
今天做了m22光子嫩肤，今天第一次来这家医院，进来之后有人引导，前台小姐姐很细心给倒了水，服务还挺好的，谢医生的态度很好很温柔，过程经常询问我的是否能接受。医院环境不错，干净整洁。,"[{'id': 1775173264, 'url': 'http://p1.meituan.net/shaitu/db559e29855459439dd19597a3d4159f340811.jpg'}, {'id': 1775114749, 'url': 'http://p0.meituan.net/shaitu/f9c78637396083d551a401ab7a7cbfbc241879.jpg'}, {'id': 1775030173, 'url': 'http://p0.meituan.net/shaitu/215c9f3eb0361156538220dfd919fda4219945.jpg'}, {'id': 1774930000, 'url': 'http://p0.meituan.net/shaitu/14b070326d32e2be9d1249e8616090a9220572.jpg'}, {'id': 1774929998, 'url': 'http://p1.meituan.net/shaitu/8e69f63a3e9c0453def11e63ed70a3f7236436.jpg'}, {'id': 1775114750, 'url': 'http://p0.meituan.net/shaitu/53659769d1ba4bbe4e4cc11b64694b2b303504.jpg'}]"
第二次做光子嫩肤了，这次加了水光针，小姐姐服务好好，细心，上一次是因为脸上有痘痘同事推迟才过来的，效果很明显，痘痘都消了，这次过来再加强一下，给我做的那个医生也挺好的，很细心，需要加强的地方都帮我加强了。下个月再来,"[{'id': 1792661866, 'url': 'http://p0.meituan.net/shaitu/aa2c227cb0c6e12bb4ce2941b9603835885502.jpg'}, {'id': 1792401289, 'url': 'http://p0.meituan.net/shaitu/a1ac7aad3627aacbbce9e0aca8ad2eb9985622.jpg'}, {'id': 1792401287, 'url': 'http://p0.meituan.net/shaitu/aad570489428ab383a47eb27917463e1783733.jpg'}, {'id': 1792562411, 'url': 'http://p0.meituan.net/shaitu/421e4a6e95165122222e8dc81a4cc68a760438.jpg'}, {'id': 1792661867, 'url': 'http://p0.meituan.net/shaitu/260ce00980ddbc9b80e13e1c5c3faeec662668.jpg'}, {'id': 1792462275, 'url': 'http://p0.meituan.net/shaitu/dff6ad82f1476d08c5906a63303c2e2f909528.jpg'}]"
想改善的问题祛斑去黄美白医生操作做之前会面诊讲的很清楚很详细，面诊师小薇很专业，然后很耐心温柔，我在这做了三四年项目了，今天做的光子嫩肤和溶斑素水光，之前去海边晒黑了术中感受敷麻药过后就没事不疼项目效果已经坐过两次了，第三次这都肉眼看到亮了很多了，好评，虽然慢一点，但是这样反而安全吧,"[{'id': 1738204652, 'url': 'http://p0.meituan.net/shaitu/c546ef2700faed4026372ecbbfb7877e187095.jpg'}, {'id': 1738378085, 'url': 'http://p0.meituan.net/shaitu/8870f589f22242877170bb3d4d24ae78189376.jpg'}, {'id': 1738124924, 'url': 'http://p0.meituan.net/shaitu/ba90793a478375c7beec6eac8a1fbb34170085.jpg'}, {'id': 1738124925, 'url': 'http://p0.meituan.net/shaitu/4b6a4286ad59aa2fb43676611954f7071516408.jpg'}, {'id': 1738204654, 'url': 'http://p0.meituan.net/shaitu/ab443d18d8d05e910ac6d836dcc56501249567.jpg'}, {'id': 1738474544, 'url': 'http://p0.meituan.net/shaitu/ed8fda5d18acda10ca37316eb5e5c581164732.jpg'}]"
想改善的问题夏天到了脸很方脸又方又大扎头发不好看所以想过来改变一下打瘦脸针把脸弄小一点.商户服务地铁到园岭出来就200米左右就差不多到了整体服务不错项目效果医生说效果最好在一个月内术中感受进治疗间护士小姐姐会先跟你核对好药打的时候还好没有想像中那么痛医生操作范主任很熟练性格也很好,"[{'id': 1727113306, 'url': 'http://p0.meituan.net/shaitu/5b829f0c0a23e76387a801f19793bf7d426430.jpg'}, {'id': 1727113305, 'url': 'http://p0.meituan.net/shaitu/5c4ae585b2556a77ee8518f29ab54fd11944556.jpg'}, {'id': 1727291747, 'url': 'http://p0.meituan.net/shaitu/35e2b37527f37eb54924542d2d4418e1493064.jpg'}, {'id': 1727390664, 'url': 'http://p1.meituan.net/shaitu/86a9b60d3f1e02d443681a64b8b45d10365837.jpg'}, {'id': 1727462906, 'url': 'http://p0.meituan.net/shaitu/034e666bfc757f093917eb590026d9fa456495.jpg'}, {'id': 1727291748, 'url': 'http://p0.meituan.net/shaitu/463b40465588b3cb358fefaee8a06f4f279095.jpg'}]"
第一次来鹏程医院也是对比了好几家医院也问过了身边的朋友最终选择了鹏程我今天做的项目是横力的瘦脸因为之前没有做过有护士小姐姐给我做了皮试然后敷麻药再进去治疗间做治疗还有小哥哥给我倒了茶水问我有没有吃午饭提供了小点心之类的总之服务态度等并且专业,[]
想改善的问题就只想把脸变得立体了脸的两侧比较方有的小肉想要瘦下去项目效果之前也有打过有效果所以就又来打了是用的国产的横力然后还是效果不错商户服务医生还有护士小姐姐和接待的小哥哥都好好哦颜值还有性格都没得说医生操作速战速决因为我比较赶时间但是又不怎么痛术中感受挺舒适的下次还会来的,"[{'id': 1735553403, 'url': 'http://p1.meituan.net/shaitu/5d689b3211ab7b424edea7b8f9ef94d0142732.jpg'}, {'id': 1735325258, 'url': 'http://p0.meituan.net/shaitu/573d8ba9bf887b81b1ff0ea6d093c800181028.jpg'}, {'id': 1735506190, 'url': 'http://p1.meituan.net/shaitu/1308b0f073830634a425c57eb12cb34d125586.jpg'}, {'id': 1735553404, 'url': 'http://p0.meituan.net/shaitu/a07da7d9bb7ecc21b710252f765b0264273423.jpg'}, {'id': 1735506189, 'url': 'http://p0.meituan.net/shaitu/1889a32915da6c32c9dad71e88a38e4d236359.jpg'}, {'id': 1735325257, 'url': 'http://p0.meituan.net/shaitu/bfa33d4aa41646ec3aa529417574d3dd229721.jpg'}]"
在鹏程医院有做过两三次除皱针了，今天正好来洗牙，就顺便也打一下除皱针。每次效果都挺好的，这边服务态度也挺好范主任打的很好不痛可以可以分享给身边的朋友哈哈哈哈,"[{'id': 1771390126, 'url': 'http://p1.meituan.net/shaitu/ebb236bb3635b68dadb9fdc64239453e371093.jpg'}, {'id': 1771634266, 'url': 'http://p1.meituan.net/shaitu/b22d8f91178f78f4ebe2d338b46610ec260868.jpg'}, {'id': 1771330708, 'url': 'http://p0.meituan.net/shaitu/1605e0a237da0efce6769aa37170fc12325714.jpg'}, {'id': 1771390125, 'url': 'http://p0.meituan.net/shaitu/34ce859ac137c5a0d5077ae85fe7b990362298.jpg'}, {'id': 1771488993, 'url': 'http://p1.meituan.net/shaitu/816fa3095c052099d760b88cac6f15da360096.jpg'}, {'id': 1771488991, 'url': 'http://p0.meituan.net/shaitu/28be894a0a1ec62f71a52b2f3f982a61295377.jpg'}, {'id': 1771330707, 'url': 'http://p0.meituan.net/shaitu/bd2ba3f4f581e162b4cc415b0ed057ee358004.jpg'}, {'id': 1771634267, 'url': 'http://p0.meituan.net/shaitu/36e501afcf7ce2912766b6b75588a93c276519.jpg'}, {'id': 1771330709, 'url': 'http://p0.meituan.net/shaitu/b9eed920f78fe80fdc40a835a0308363279732.jpg'}]"
